id,Tau binding,Amyloid-beta binding,Calcium homeostasis,Zinc ion binding,mRNA binding,rRNA binding,Ubiquitin regulation,Oxidoreduction,NADH dehydrogenase,Camptothecin,Dactinomycin,Niclosamide,Parthenolide,Teniposide
GADD45GIP1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MUC1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NRXN3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MZB1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HOMER3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
THBD,False,False,False,False,False,False,False,False,False,True,True,True,True,True
DRAP1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CLTB,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MX2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PSMB10,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MMP8,False,False,False,False,False,False,False,False,False,True,False,False,False,False
EZR,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HSD17B8,False,False,False,False,False,False,False,False,False,True,True,True,True,True
DEFB1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MS4A4A,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SERTAD3,False,False,False,False,False,False,False,False,False,True,False,False,True,True
NOTCH3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
LHFPL2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
DCN,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ID1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TBXA2R,False,False,False,False,False,False,False,False,False,True,True,True,True,True
XAF1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
DTL,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FABP5,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SLC26A3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CSF2RB,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ARL2,False,False,False,False,False,False,False,False,False,True,False,True,True,True
KAT2B,False,False,False,False,False,False,False,False,False,True,True,True,True,True
KLK5,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IL32,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IRF6,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SLC15A3,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PLCG2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NOX4,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SDF2L1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
VRK2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
BNC2,False,False,False,False,False,False,False,False,False,True,True,True,True,False
CDKN2C,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SPP1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IL2RA,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CYB5R2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NRP1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
BCL2A1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TFAP2C,False,False,False,False,False,False,False,False,False,True,True,True,True,True
BICC1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
IPO4,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MDK,False,False,False,False,False,False,False,False,False,True,True,True,True,True
DES,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SVIL,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CITED1,False,False,False,False,False,False,False,False,False,True,False,True,True,True
TAGLN3,False,False,False,False,False,False,False,False,False,True,True,True,False,True
HOPX,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SCO2,False,False,False,False,False,False,False,False,False,True,False,True,True,True
PADI2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
BST2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ALCAM,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GADD45A,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NRGN,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ICAM1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HLA-A,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TUBB2B,False,False,False,False,False,False,False,False,False,True,True,True,True,True
BCAS1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MAFF,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CD79B,False,False,False,False,False,False,False,False,False,True,False,False,True,True
LEF1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
AGTR1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SLC27A6,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HIST1H4C,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HCFC1R1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CBR1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NFKB2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CNR1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
LTF,False,False,False,False,False,False,False,False,False,True,True,True,True,True
METTL1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HEY2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
THBS2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
MYH11,False,False,False,False,False,False,False,False,False,True,True,True,True,True
FOSB,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CNN1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TUBB,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ELANE,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RAB25,False,False,False,False,False,False,False,False,False,True,True,True,True,True
KRT18,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ITGA8,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CAPG,False,False,False,False,False,False,False,False,False,True,True,True,True,True
XIST,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PBXIP1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HEPH,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ACSL1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
INHBA,False,False,False,False,False,False,False,False,False,True,True,True,True,True
HLA-C,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SYK,False,False,False,False,False,False,False,False,False,True,True,True,True,True
GNG11,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NAT1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TXN,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ROBO1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
CXCL11,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TUBA1A,False,False,False,False,False,False,False,False,False,True,True,True,True,True
PSAT1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TMC6,False,False,False,False,False,False,False,False,False,True,True,True,True,True
VCAN,False,False,False,False,False,False,False,False,False,True,True,True,True,True
AZU1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
S100A11,False,False,False,False,False,False,False,False,False,True,True,True,True,True
RPL37A,False,False,False,False,False,False,False,False,False,True,True,True,True,True
F13A1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
OLFM1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ORMDL2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
TP53BP2,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ITGBL1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
SLC2A5,False,False,False,False,False,False,False,False,False,True,True,True,True,True
ALDH3A1,False,False,False,False,False,False,False,False,False,True,True,True,True,True
NOD2,False,False,False,False,False,False,False,False,False,False,True,False,True,False
EEF1B2,False,False,False,False,False,False,False,False,False,False,True,False,False,True
VGLL3,False,False,False,False,False,False,False,False,False,False,True,True,True,True
OAZ1,False,False,False,False,False,False,False,False,False,False,True,True,True,True
MYO1F,False,False,False,False,False,False,False,False,False,False,True,True,False,True
SVEP1,False,False,False,False,False,False,False,False,False,False,True,True,True,True
GZMH,False,False,False,False,False,False,False,False,False,False,True,True,True,True
TLR7,False,False,False,False,False,False,False,False,False,False,True,False,False,True
NCKAP1L,False,False,False,False,False,False,False,False,False,False,True,False,True,True
COL9A1,False,False,False,False,False,False,False,False,False,False,False,True,False,False
ATF7IP2,False,False,False,False,False,False,False,False,False,False,False,True,True,False
NELL1,False,False,False,False,False,False,False,False,False,False,False,True,True,True
DBP,False,False,False,False,False,False,False,False,False,False,False,True,True,False
BOLA1,False,False,False,False,False,False,False,False,False,False,False,True,False,True
ABCA2,False,False,False,False,False,False,False,False,False,False,False,True,False,True
PARD3,False,False,False,False,False,False,False,False,False,False,False,True,False,False
SLC4A1,False,False,False,False,False,False,False,False,False,False,False,True,False,False
TMEM160,False,False,False,False,False,False,False,False,False,False,False,True,True,True
GNA14,False,False,False,False,False,False,False,False,False,False,False,True,True,True
SUN2,False,False,False,False,False,False,False,False,False,False,False,True,False,False
ATRNL1,False,False,False,False,False,False,False,False,False,False,False,True,False,True
VWA1,False,False,False,False,False,False,False,False,False,False,False,True,False,False
CENPB,False,False,False,False,False,False,False,False,False,False,False,True,True,True
MMRN1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
HSPB6,False,False,False,False,False,False,False,False,False,False,False,False,True,False
ACSM5,False,False,False,False,False,False,False,False,False,False,False,False,True,False
SAP18,False,False,False,False,False,False,False,False,False,False,False,False,True,True
TMOD3,False,False,False,False,False,False,False,False,False,False,False,False,True,True
PRRX1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
APOBEC3C,False,False,False,False,False,False,False,False,False,False,False,False,True,False
NEK3,False,False,False,False,False,False,False,False,False,False,False,False,True,False
EIF3G,False,False,False,False,False,False,False,False,False,False,False,False,True,True
P2RX1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CA8,False,False,False,False,False,False,False,False,False,False,False,False,True,False
SECTM1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
SIGLEC1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CD248,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FOXL2,False,False,False,False,False,False,False,False,False,False,False,False,True,True
FBXL7,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CYTH4,False,False,False,False,False,False,False,False,False,False,False,False,True,False
DOCK1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
SOCS6,False,False,False,False,False,False,False,False,False,False,False,False,True,False
PTMS,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CLSTN2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FCHSD2,False,False,False,False,False,False,False,False,False,False,False,False,False,True
